		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111010010   16   18   29   25   19   27   27   18  9.177874 0.327514 SUCCESS 126
111010100   25   23   25   24   26   22   29   20  2.189353 0.974649 SUCCESS 127
111010110   27   26   25   23   23   18   23   34  6.299586 0.613713 SUCCESS 128
111011000   35   23   28   30   22   18   18   28 10.985741 0.202508 SUCCESS 129
111011010   27   27   20   21   24   18   16   31  8.458302 0.390028 SUCCESS 130
111011100   15   25   16   22   30   33   29   35 17.112364 0.028960 SUCCESS 131
111100000   25   18   35   24   26   19   24   23  7.951226 0.438249 SUCCESS 132
111100010   22   32   28   23   22   25   26   28  4.241491 0.834704 SUCCESS 133
111100100   20   22   21   23   21   18   31   25  5.721016 0.678449 SUCCESS 134
111100110   27   20   22   25   39   27   24   31 12.538084 0.128762 SUCCESS 135
111101000   23   19   24   22   26   30   23   24  3.095604 0.928215 SUCCESS 136
111101010   18   28   26   33   20   22   28   25  7.155526 0.519949 SUCCESS 137
111101100   32   19   11   25   21   22   13   20 18.360858 0.018678 SUCCESS 138
111101110   13   25   18   28   27   34   29   25 12.908792 0.115027 SUCCESS 139
111110000   26   18   30   25   27   19   26   16  7.806252 0.452621 SUCCESS 140
111110010   20   25   24   18   22   30   23   22  4.475832 0.811846 SUCCESS 141
111110100   18   13   28   31   22   28   24   25 10.450199 0.234838 SUCCESS 142
111110110   31   24   17   24   18   21   20   22  7.465994 0.487288 SUCCESS 143
111111000   23   20   28   13   25   23   27   20  8.161073 0.417896 SUCCESS 144
111111010   22   17   32   28   29   20   27   23  7.646715 0.468718 SUCCESS 145
111111100   19   14   23   13   24   31   24   20 14.082482 0.079641 SUCCESS 146
111111110   19   16   19   17   28   22   19   13 15.309131 0.053406 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   15   16   21   19   18   20   24   29 11.912513 0.155150 SUCCESS   0
000000011   12   24   24   24   26   21   27   21  7.906873 0.442620 SUCCESS   1
000000101   23   26   24   17   17   19   26   29  7.076750 0.528375 SUCCESS   2
000000111   21   21   26   23   39   21   31   28 13.088189 0.108851 SUCCESS   3
000001001   25   25   34   32   30   32   21   22 10.895050 0.207717 SUCCESS   4
000001011   20   27   20   21   21   17   25   18  6.973481 0.539497 SUCCESS   5
000001101   25   23   21   17   18   25   25   17  6.990693 0.537637 SUCCESS   6
000001111   19   20   23   25   25   21   33   24  5.798467 0.669795 SUCCESS   7
000010001   30   21   19   28   22   28   15   27  8.425203 0.393074 SUCCESS   8
000010011   26   27   28   24   26   24   28   20  2.436272 0.964636 SUCCESS   9
000010101   17   29   22   27   25   21   24   22  4.501649 0.809268 SUCCESS  10
000010111   25   27   26   22   15   21   25   19  6.136077 0.631992 SUCCESS  11
000011001   22   23   22   23   29   18   23   21  3.856880 0.869800 SUCCESS  12
000011011   20   30   27   27   17   21   22   25  5.789861 0.670757 SUCCESS  13
000011101   26   26   25   20   33   16   32   22  9.866995 0.274486 SUCCESS  14
000011111   19   17   26   22   15   21   25   12 14.665687 0.065981 SUCCESS  15
000100011   28   15   22   22   24   26   22   29  6.035456 0.643260 SUCCESS  16
000100101   23   31   23   27   19   31   23   23  5.545591 0.697984 SUCCESS  17
000100111   25   21   25   21   28   19   30   28  4.672440 0.791943 SUCCESS  18
000101001   23   25   29   11   27   31   26   29 11.739736 0.163199 SUCCESS  19
000101011   24   30   29   24   30   22   27   26  4.208392 0.837849 SUCCESS  20
000101101   31   23   27   20   19   25   24   31  6.138725 0.631696 SUCCESS  21
000101111   27   21   29   24   24   23   25   16  4.773061 0.781533 SUCCESS  22
000110011   23   29   27   31   20   14   28   25  9.078577 0.335711 SUCCESS  23
000110101   27   25   18   22   22   28   19   22  4.551959 0.804213 SUCCESS  24
000110111   17   26   26   27   15   20   23   23  7.550728 0.478538 SUCCESS  25
000111001   20   25   23   28   29   28   16   18  7.636785 0.469729 SUCCESS  26
000111011   18   18   17   14   35   20   29   31 18.693834 0.016586 SUCCESS  27
000111101   20   30   33   29   18   33   33   27 14.471065 0.070284 SUCCESS  28
000111111   23   17   21   21   19   22   22   19  6.337319 0.609503 SUCCESS  29
001000011   24   23   19   19   26   25   17   21  5.491309 0.704003 SUCCESS  30
001000101   26   23   28   29   25   28   26   25  2.327045 0.969309 SUCCESS  31
001000111   23   18   21   24   21   27   23   23  3.255141 0.917341 SUCCESS  32
001001011   27   25   27   26   23   22   29   27  2.207889 0.973966 SUCCESS  33
001001101   26   26   36   41   25   18   19   17 22.900053 0.003495 FAILURE  34
001001111   16   25   21   20   33   29   23   29  9.324172 0.315692 SUCCESS  35
001010011   28   23   22   17   33   35   24   31 12.944539 0.113772 SUCCESS  36
001010101   30   19   27   29   28   24   18   30  7.368021 0.497496 SUCCESS  37
001010111   23   29   32   25   27   24   22   24  3.987291 0.858268 SUCCESS  38
001011011   30   29   14   23   17   27   26   25  9.620077 0.292710 SUCCESS  39
001011101   37   24   23   24   16   22   36   24 15.765235 0.045866 SUCCESS  40
001011111   28   24   24   21   30   20   29   19  5.333095 0.721453 SUCCESS  41
001100101   31   39   18   23   33   18   27   23 17.935205 0.021718 SUCCESS  42
001100111   17   31   25   34   23   16   29   25 12.070064 0.148105 SUCCESS  43
001101011   36   25   20   23   25   24   18   26  8.485443 0.387541 SUCCESS  44
001101101   27   26   29   31   20   27   23   23  4.410958 0.818274 SUCCESS  45
001101111   30   26   26   33   22   19   31   22  8.249778 0.409459 SUCCESS  46
001110101   24   26   27   23   22   31   26   20  3.503383 0.898927 SUCCESS  47
001110111   22   23   25   16   32   31   26   27  8.020071 0.431512 SUCCESS  48
001111011   22   31   36   33   33   35   27   31 20.956481 0.007264 FAILURE  49
001111101   27   20   27   21   17   18   23   24  6.025526 0.644372 SUCCESS  50
001111111   26   16   20   17   15   19   25   18 12.962413 0.113149 SUCCESS  51
010000011   20   17   30   19   26   16   36   19 15.736770 0.046306 SUCCESS  52
010000111   21   23   25   24   23   25   22   15  4.678397 0.791331 SUCCESS  53
010001011   32   24   24   23   30   29   38   19 13.843508 0.085937 SUCCESS  54
010001111   28   18   22   24   25   27   21   28  3.875416 0.868185 SUCCESS  55
010010011   20   25   26   23   17   26   21   25  3.958825 0.860819 SUCCESS  56
010010111   29   21   25   18   26   21   29   31  6.477659 0.593887 SUCCESS  57
010011011   24   21   31   36   32   25   23   16 13.579378 0.093409 SUCCESS  58
010011111   21   14   18   20   33   22   24   22 11.253181 0.187762 SUCCESS  59
010100011   27   25   22   30   32   36   33   30 14.489600 0.069863 SUCCESS  60
010100111   20   26   31   24   29   32   20   19  8.180933 0.415999 SUCCESS  61
010101011   22   19   27   26   23   23   16   26  5.136487 0.742894 SUCCESS  62
010101111   17   29   24   25   18   27   17   27  7.865168 0.446751 SUCCESS  63
010110011   22   29   26   15   33   20   23   29  9.925911 0.270265 SUCCESS  64
010110111   26   27   24   18   22   29   18   33  8.146510 0.419291 SUCCESS  65
010111011   33   21   20   31   14   23   19   35 16.950179 0.030632 SUCCESS  66
010111111   31   24   19   22   20   28   31   18  8.281553 0.406462 SUCCESS  67
011000111   17   29   24   24   16   27   25   26  6.628590 0.577182 SUCCESS  68
011001111   24   29   25   19   30   15   22   29  8.366287 0.398532 SUCCESS  69
011010111   28   28   26   29   22   25   16   22  5.595901 0.692393 SUCCESS  70
011011111   36   28   20   28   22   26   25   28  8.538402 0.382717 SUCCESS  71
011101111   19   24   17   23   20   24   26   23  4.661186 0.793099 SUCCESS  72
011111111   22   17   11   19   20   17   22    8 26.178177 0.000979 FAILURE  73
100000000   15   16   21   19   18   20   24   29 11.912513 0.155150 SUCCESS  74
100010000   21   26   25   20   28   26   23   23  2.256875 0.972107 SUCCESS  75
100100000   19   25   18   25   30   29   24   12 11.745694 0.162916 SUCCESS  76
100101000   30   29   22   26   30   29   23   28  5.437688 0.709933 SUCCESS  77
100110000   31   23   27   25   22   30   23   27  4.173969 0.841096 SUCCESS  78
100111000   28   24   24   24   17   22   31   19  6.213529 0.623327 SUCCESS  79
101000000   17   26   24   15   35   27   27   27 11.798652 0.160416 SUCCESS  80
101000100   24   19   24   28   26   26   14   22  6.839761 0.554016 SUCCESS  81
101001000   22   19   18   29   24   33   30   20  9.400299 0.309660 SUCCESS  82
101001100   25   35   20   25   18   24   18   29  9.984827 0.266092 SUCCESS  83
101010000   15   31   23   22   28   30   23   28  8.426527 0.392952 SUCCESS  84
101010100   22   25   31   33   29   33   19   24 10.513087 0.230843 SUCCESS  85
101011000   19   24   24   25   27   23   16   27  4.908104 0.767351 SUCCESS  86
101011100   21   31   33   15   17   20   22   22 12.838622 0.117524 SUCCESS  87
101100000   12   28   27   23   25   22   21   25  8.195496 0.414610 SUCCESS  88
101100100   29   18   20   25   21   24   15   17 10.023884 0.263354 SUCCESS  89
101101000   27   27   18   18   20   18   22   23  6.923171 0.544944 SUCCESS  90
101101100   24   31   23   19   22   23   28   23  4.129616 0.845244 SUCCESS  91
101110000   21   20   23   17   22   18   21   19  7.413036 0.492794 SUCCESS  92
101110100   24   17   27   31   30   21   27   30  7.893633 0.443929 SUCCESS  93
101111000   29   26   27   26   21   29   30   29  5.014021 0.756076 SUCCESS  94
101111100   29   27   26   25   23   20   22   24  2.460765 0.963535 SUCCESS  95
110000000   25   20   28   25   17   26   27   31  5.960652 0.651640 SUCCESS  96
110000010   21   27   26   21   22   26   24   22  1.976858 0.981713 SUCCESS  97
110000100   40   28   17   29   25   18   22   28 16.621175 0.034305 SUCCESS  98
110001000   22   24   26   21   27   28   30   20  3.833711 0.871806 SUCCESS  99
110001010   25   23   23   17   30   30   32   25  7.622222 0.471214 SUCCESS 100
110010000   20   34   15   21   27   22   17   22 12.050204 0.148978 SUCCESS 101
110010010   28   18   24   18   24   24   27   29  5.222545 0.733547 SUCCESS 102
110010100   30   33   21   22   30   26   23   27  7.004594 0.536137 SUCCESS 103
110011000   24   23   27   26   17   21   26   27  3.688738 0.884059 SUCCESS 104
110011010   18   18   21   21   29   19   24   26  6.694788 0.569892 SUCCESS 105
110100000   19   23   32   14   37   18   29   22 17.949768 0.021606 SUCCESS 106
110100010   21   25   30   32   29   26   24   19  6.529293 0.588160 SUCCESS 107
110100100   23   21   26   35   29   26   19   24  7.689744 0.464348 SUCCESS 108
110101000   15   23   16   17   29   29   34   25 14.847731 0.062175 SUCCESS 109
110101010   14   25   31   30   24   32   17   20 13.365558 0.099876 SUCCESS 110
110101100   22   19   23   22   26   22   19   25  3.407396 0.906257 SUCCESS 111
110110000   20   33   22   20   26   22   25   24  5.392012 0.714973 SUCCESS 112
110110010   30   25   21   32   30   26   17   23  8.122016 0.421643 SUCCESS 113
110110100   25   28   29   26   23   23   25   25  1.767010 0.987340 SUCCESS 114
110111000   25   19   30   25   27   22   18   21  5.348983 0.719708 SUCCESS 115
110111010   21   18   32   27   26   21   20   38 14.214216 0.076350 SUCCESS 116
110111100   22   29   26   24   19   27   25   32  5.241080 0.731526 SUCCESS 117
111000000   34   20   29   20   15   25   31   25 12.061458 0.148483 SUCCESS 118
111000010   33   24   18   25   26   15   20   23  9.644570 0.290864 SUCCESS 119
111000100   23   20   32   31   31   24   30   19  9.614119 0.293160 SUCCESS 120
111000110   29   16   25   25   14   25   22   26  8.864758 0.353833 SUCCESS 121
111001000   16   26   22   19   26   15   20   27  9.532695 0.299367 SUCCESS 122
111001010   27   26   28   24   23   26   21   25  1.647854 0.989972 SUCCESS 123
111001100   21   30   22   23   26   17   29   24  5.476745 0.705615 SUCCESS 124
111010000   20   26   30   19   32   27   32   23  8.758179 0.363105 SUCCESS 125
111010010   27   27   23   31   27   22   24   32  5.487999 0.704369 SUCCESS 126
111010100   29   27   17   22   22   27   27   23  4.646622 0.794591 SUCCESS 127
111010110   20   25   29   19   21   26   22   25  3.823781 0.872662 SUCCESS 128
111011000   28   28   21   24   21   22   22   27  2.858615 0.942914 SUCCESS 129
111011010   27   32   23   21   23   28   17   23  6.341291 0.609060 SUCCESS 130
111011100   28   18   25   28   31   30   24   25  6.046710 0.642000 SUCCESS 131
111100000   26   20   26   31   22   26   30   23  4.647946 0.794456 SUCCESS 132
111100010   20   19   24   29   33   28   29   28  8.088917 0.424833 SUCCESS 133
111100100   19   35   25   17   21   20   27   23 10.009321 0.264372 SUCCESS 134
111100110   26   28   25   28   30   18   26   27  4.682369 0.790923 SUCCESS 135
111101000   20   28   30   20   29   26   27   19  6.045386 0.642148 SUCCESS 136
111101010   21   21   18   27   14   27   24   25  7.889661 0.444322 SUCCESS 137
111101100   31   29   30   25   27   22   20   27  5.724987 0.678006 SUCCESS 138
111101110   30   21   21   28   26   20   22   31  5.875919 0.661129 SUCCESS 139
111110000   30   15   25   29   19   21   26   18  9.551231 0.297946 SUCCESS 140
111110010   20   28   28   26   22   16   26   22  5.611789 0.690626 SUCCESS 141
111110100   19   24   26   23   21   24   21   21  2.907601 0.940021 SUCCESS 142
111110110   28   26   18   25   21   20   15   23  7.542122 0.479423 SUCCESS 143
111111000   29   15   20   25   20   27   37   19 14.543220 0.068660 SUCCESS 144
111111010   23   19   19   20   21   26   21   21  4.948485 0.763068 SUCCESS 145
111111100   25   19   21   20   18   21   30   19  7.346838 0.499715 SUCCESS 146
111111110   22   17   11   19   20   17   22    8 26.178177 0.000979 FAILURE 147

